问题提出时间,问题描述,解决过程
2025-06-17 07:30:00,分拣机无法进行箱子操作，PDA无法完成关箱活动；格口未满但未发出信号；涉及所有T-sort机器；现场网络问题导致系统功能受阻。,"客服 Jacky 检查 (2025-06-17 07:32:27)。客户 Líder Manutenção 报告现场无网络，已通知IT (2025-06-17 07:45:31)。客服 Jacky 确认网络问题 (2025-06-17 07:46:23)。客户Charles Takao (IT) 确认连接正常，机器人服务器正常 (2025-06-17 07:56:16)。客服 Jacky 和 Ψθ、 持续排查 (2025-06-17 07:57:38, 08:55:57)。客户 Gustavo Mamede 报告系统一度恢复正常 (2025-06-17 08:48:36)，但很快问题再次出现 (2025-06-17 08:54:09)。客服 Jacky 要求暂停分拣作业，客户确认已暂停 (2025-06-17 08:58:05-08:59:07)。客服 Jacky 告知问题棘手，需时间排查解决 (2025-06-17 09:24:20)。客服 Ψθ、 要求检查服务器 10.41.220.10 状态，发现SSH连接失败但可ping通 (2025-06-17 09:24:47, 09:37:41, 09:38:28)。客服 Ψθ、 指导现场尝试关箱，并发现落件已在上报 (2025-06-17 09:46:20, 09:47:04)。客户 Alexandre 确认部分分拣机已恢复正常并进行测试 (2025-06-17 09:51:47)。客服 Ψθ、 确认服务器 10.41.220.10 已正常连接 (2025-06-17 09:54:08)。客服 Ψθ、 初步排查原因为数据库存在大量长连接影响数据入库操作，具体原因仍需排查 (2025-06-17 09:58:04)。客户 Jefferson Nunes 和 Líder Manutenção 报告多个格口被锁定 (2025-06-17 10:14:51, 10:22:50, 10:25:08, 10:33:09)。客服 Ψθ、 确认已处理所有报告的格口 (2025-06-17 10:32:48, 10:40:19, 10:45:05)。客户 Almir Santos 确认活动恢复，无问题 (2025-06-17 10:42:11, 10:47:08)。客户 张宇 在 2025-06-18 02:05:48 询问故障报告。客服 Jacky 确认报告将在北京时间 6月18日 17点前发出 (2025-06-18 02:22:47)。客户 张宇 在 2025-06-19 01:47:25 询问数据连接异常是否应有报警机制和应急方案。客服 Jacky 回复目前没有对此类异常的监控机制，需询问研发团队 (2025-06-19 01:55:12, 01:58:52)。客服 Ψθ、 在 2025-06-20 14:43:24 报告本地无法复现问题，原因未查明。"
2025-06-18 09:38:00,T-sort 07 的进料站01的扫描仪应用出现问题。,客服 Serendipity 确认将进行查看 (2025-06-18 09:38:55)。客户 Sorter Leadec 感谢支持 (2025-06-18 09:42:46)，客服回应 (2025-06-18 09:43:24)。
2025-06-18 11:40:00,T-sort 06 进料站03的触摸屏出现问题，需要禁用触摸功能，仅使用鼠标操作；导致一台进料站停止运行。,"客服 安稳 确认客户意图，并表示需与厂家确认 (2025-06-18 11:46:27, 11:52:06)。客户 Líder Manutenção 强调此问题之前发生过，并催促解决方案 (2025-06-18 11:53:53, 12:26:14, 13:50:06)。客服 安稳 要求客户提供扫码台背面品牌信息照片 (2025-06-18 13:52:31)。客服 安稳 确认已理解客户需求 (2025-06-18 15:46:01)，并询问需要禁用的平台，表示将立即操作 (2025-06-18 15:49:42, 15:49:45)。客服 安稳 在 2025-06-19 13:54:46 再次询问需要禁用触摸屏的平台。"
2025-06-19 21:40:00,Sorter 09 的机器人 167098 更换霍尔板后出现错误。,"客服 LB-Louis-陈振林 询问远程连接信息 (2025-06-19 21:46:20)。客服 Wang 要求客户提供 Sorter 09 RCS 的图片 (2025-06-19 22:01:32)。客服 LB-Louis-陈振林 发现更换主板的小车编号不对，需要快速添加小车，指导客户开机按A键 (2025-06-19 22:12:36, 22:13:16, 22:13:54)。尝试添加小车失败，再次尝试 (2025-06-19 22:19:54, 22:20:06, 22:28:58)。客服 LB-Louis-陈振林 确认已添加小车 (2025-06-19 22:39:23)。客服 +_+ 告知需要校准霍尔传感器，指导客户将小车移离平台，放置地面，然后放回地毯中央 (2025-06-19 22:40:19, 22:40:31, 22-06-19 22:41:07, 22:41:31, 22:43:26)。客服 +_+ 确认小车工作正常 (2025-06-19 22:45:47)，并询问是否可以启动RCS进行随机测试 (2025-06-19 22:46:52)。客户确认问题解决 (2025-06-19 22:50:30)。客服 +_+ 在 2025-06-20 15:13:48 询问导致更换电路板的原因 (后续跟踪)。"
2025-06-26 01:19:00,T-sort 9 进料站4的扫描仪二维码读取功能是否已禁用（怀疑仍启用）。,客服 Jacky 检查 (2025-06-26 01:20:24)。客服 Jacky 确认该功能已禁用 (2025-06-26 01:40:07)。客户 Viviane Palma 确认并感谢 (2025-06-26 01:40:27)。
2025-06-27 14:23:00,Sorter 6 的格口 RC:06-031 被堵塞。,"客户 Jefferson Nunes 在报告后不久自行解决了问题，并确认已解决 (2025-06-27 14:25:19, 14:28:33)。客服 安稳 随后询问是否是按钮无法解锁，以了解具体情况 (2025-06-27 14:26:02)。"
2025-07-02 10:19:00,"分拣机Sorte区域出现断网，导致设备停机几分钟，并造成格口RC01-001, RC01-054, RC01-076, Sorter 2, RC02-005被锁定。","客服 Serendipity 询问目前问题状况并要求提供照片 (2025-07-02 10:47:03, 10:48:01)。客户 Almir Santos 报告问题已由支持团队解决，系统已恢复正常运行 (2025-07-02 10:48:24, 10:49:29)。"
2025-07-08 12:50:00,"扫描仪连接频繁出现问题，表现为图像冻结、连接断开，且问题在多个T-sort分拣机上普遍发生（02, 03, 04, 05, 06），即使重启后问题仍会很快复现。","客服 安稳 询问受影响的平台，并进行检查 (2025-07-08 12:52:53, 12:58:12)。客服询问扫描站是否自动关闭，并要求提供图片 (2025-07-08 13:01:59, 13:06:36)。客服 安稳 确认问题，并指出平台10正常，再次要求客户确认受影响平台 (2025-07-08 13:37:10, 13:39:47, 13:40:15, 13:40:48)。客服表示页面看起来正常，建议重启扫描站程序 (2025-07-08 13:49:55, 14:03:49)。客户 Inara maiara SHEIN 反馈已尝试重启但问题频繁复现 (2025-07-08 14:05:54, 14:06:24)。客服 安稳 表示将向研发团队确认，并及时回复 (2025-07-08 14:07:07)。客户 Almir Santos 随后更新Sorter 5,3,2曾出现问题，支持团队正在处理，Sorter 8已恢复，Sorter 5和3仍在处理中 (2025-07-08 13:57:48, 15:58:03, 16:16:08)。"
2025-07-09 21:15:00,"Sorter 9 的进料站1, 2, 3, 4的二维码读取功能未启用/无法读取，需要激活。","客服 汪昌春 确认客户需求是激活二维码读取功能 (2025-07-09 21:16:19, 21:17:56)。客服告知操作需要一些时间 (2025-07-09 21:28:58)。客服 汪昌春 再次询问可以现在设置哪个扫描仪 (2025-07-09 22:06:51)，客户Douglas fagundes 确认是Sorter 9 的所有4个进料站 (2025-07-09 22:08:09)。客服 汪昌春 告知客户，由于机器正在运行中，无法立即处理 (2025-07-09 22:11:20, 22:11:25)。客服 汪昌春 询问何时可以处理 (2025-07-09 22:13:00)。客户 Douglas fagundes 表示目前没有停机时间，将在下午机器停止时联系客服 (2025-07-09 22:18:47)。"
2025-07-17 21:32:00,客户反映型号为06D0101的扫描仪无法读取QR Code，具体表现为左侧无法读取，右侧可以读取。,客服在初步确认扫描仪的QR Code功能已启用后，针对客户反映的无法读取QR Code问题（特别是左侧），引导客户登录系统并进行扫描测试。客服进一步指示客户将带有QR码的包裹放在左侧摄像头下尝试扫描。经过客户操作后，扫描仪成功读取QR Code，问题得到解决。
2025-07-19 02:24:00,客户咨询圣保罗A仓WES服务器的网络可靠性问题，询问能否将当前WES服务器连接交换机的单条链路改造成双线连接，以提高可靠性。客户进一步询问系统是否支持操作系统层面的双网卡绑定。,客服解释从理论上双网线连接可以实现，但目前电脑只有两张网卡（内外网各一张），如果外网需要双线连接则需要三张网卡。客服表示需要与规划部门商议可行性。
2025-07-19 03:37:00,客户询问三台WES设备之间是否存在主从关系，以及是否有要求它们必须在同一个网段里。,客服告知三台WES设备是集群关系，一台设备出现故障时，另外两台中的一台会随机接替工作，平时作为备机使用。关于网段要求，客服表示不清楚具体的通讯细节。
2025-07-19 03:48:00,客户询问WES与WCS之间是什么关系，以及它们之间是通过IP还是域名进行调用。,客服初期回复WES和WCS是上下游通讯关系，并表示具体调用方式需等待相关同事确认。随后，另一位客服明确回复WES与WCS之间通过IP调用，WES与WMS之间通过域名调用。
2025-07-25 10:39:00,客户请求客服协助验证一名公司员工的联系方式。,客服在收到客户的请求后，进行了辅助验证工作，并及时告知客户验证已完成。
