dispose_type_name,dispose_content,解决方案,备注
快速处理,"故障：1.小车4台出现急停。   2. 4台底盘破裂。3.平台挡边掉落。4.货架螺丝有松动。
原因：1.小车急停原因主动轮螺丝松掉   2.底盘破裂是因为碰撞跟底盘材质太脆  3.挡边固定螺丝太短，螺丝松动导致挡边脱落，个别挡边螺丝孔出现滑牙。
处理结果：1.小车主动轮固定螺丝M3自攻螺丝改成M4内六角固定螺丝。2.破裂底盘更换新地盘。3.挡边改为长螺丝固定，滑牙螺纹孔用自攻钉从底部用自攻钉螺丝固定。4.货架螺丝检查紧固。",,
换货,"故障:小车无法充电。
原因:外侧电池板故障
处理:更换外侧电池板",,
换货,"故障：定位不准，小车急停
原因：霍尔板故障
处理：更换霍尔板",,
快速处理,"故障：1、104124底盘破损。2、5号线9号机分拣机频繁离线，旋转和翻版速度不正常。
原因：1、小车撞击破损。    2、未知。
处理：1、更换底盘。           2、检查所有线束后重启正常。",,
快速处理,"故障：112192急停，112168翻板翻不起。
原因：112192霍尔板不好，112168未找到原因，客户反馈后期使用翻板翻起有正常。
处理：112192校霍尔，校轮径，随机跑正常。112168后期使用观察。",,
快速处理,"故障：1040.1041货架RFID无法读取
原因：货架RFID破损
处理：更换新RFID，货架重新注册。",,
换货,故障：车号126089运行多次急停，目的地无地毯定位。原因：霍尔板故障   处理：更换新霍尔板,,
换货,故障：车号125002运行多次提示24伏输出过电流   原因：电源板损坏    处理：更换新电源板,,
换货,故障：小车运行不了及添加小车失败   原因：BMSP板损坏5V模块灯都不亮了及无线模块损坏   处理：更换新BMSP板及无线模块,,
换货,故障：车号72088陀螺仪离线，运行过程中多次撞车   原因：BMSP损坏    处理：更换新BMSP板,,
换货,故障：车号72073翻板电机离线，注册电机失败、不会卸货。 原因：电机损坏   处理：更换新电机,,
换货,车号：116080、105155、100022、 115176、 113247、 100240、 101004、 100214、 104173           故障：小车底盘破损运行不了 原因：多方面因素怀疑是（质量问题、使用方处理故障小车都是拿着翻板位置抱起小车拿下来的受力点都在翻板电机处底部时间久了容易开裂）处理：更换新底盘,,
换货,设备6-2-3/8号分拣机   故障：分拣机翻板损坏  原因：翻板碰撞所致  处理：更换新翻板,,
换货,6-2-3设备/5号分拣机  故障：3D分拣机分拣完成彩虹灯不会切换灯光模式，一直亮绿灯。原因：读卡器故障。处理：更换新读卡器,,
快速处理,"故障：6台小车出现翻板翻不起，小车急停。
原因：小车版本太低，电机配置，霍尔板故障。
处理：升级配置，公司冷库测试，加电容板，校霍尔板，公司随机跑测试70个小时，无停车现象，现场测试随机跑2小时，小车运行正常，翻板翻起正常。
",,
快速处理,"故障：小车偶而急停。
原因:木平台联结处高低不平，木板翘起位置未打螺丝，发货口称重台平台未做水平调整，螺丝未紧固
处理：称重台做水平调整，紧固螺丝，木板翘起位置用自攻钉固定压平。",,
快速处理,"故障：扫码枪配置扫描出条码多出1位字母J
原因：未找到原因，初步分析是扫码枪问题，带回公司研究处理。
处理结果：暂时使用旧的扫码枪。",,
换货,车号：100220、 115143、 116066、 113182、 113246、116038、100201                                            故障：小车底盘破损运行不了 原因：多方面因素怀疑是（质量问题、使用方处理故障小车都是拿着翻板位置抱起小车拿下来的受力点都在翻板电机处底部时间久了容易开裂）处理：更换新底盘,,
换货,车号：128142  故障：开机运行多次提示24伏输出过电流，输出电压只有 11.3伏    原因：电源板损坏  处理：更换新电源板    车号：126089  故障：小车开机关机，充不进电   原因：电源板损坏   处理：更换新电源板,,
换货,车号：113235、 116082、 101243、 105173    故障：小车底盘破损运行不了 原因：多方面因素怀疑是（质量问题、使用方处理故障小车都是拿着翻板位置抱起小车拿下来的受力点都在翻板电机处底部时间久了容易开裂）处理：更换新底盘,,
换货,车号：72525    故障：小车在车服正常运行，然后车服上关机再开机后小车却一直在准备中读取不到小车在车服的位置，硬件信息上除了BMSP板在线，其余的都离线。 原因：电池包故障   处理：更换新电池包,,
换货,车号：72014   故障：小车运行过程多次发生碰撞，行驶偏离   原因：BMSP板故障（怀疑是陀螺仪故障）   处理：更换新BMSP板,,
换货,车号：73001、 72037、 72013   故障：小车运行多次发生急停   原因：霍尔板故障  处理：更换新霍尔板,,
换货,6-2-2设备、18号、30号分拣机   故障：彩虹灯不会切换灯光模式  原因：读卡器损坏   处理：更换新读卡器,,
换货,6-2-1设备19号分拣机  故障：分拣机运行不了、没有电源输出  原因：电梯板损坏   更换：新电梯板,,
运维,"（54,52）经常急停
","（54,52）表示地图的位置坐标，表示在这个位置机器人会经常急停
根据机器人频繁急停操作流程进行指引",
换货,6-2-2设备21号分拣机/6-2-3设备22号分拣机   故障：3D分拣机翻板损坏  原因：与货架碰撞  处理：更换新翻板,,
换货,6-2-1设备14号3D分拣机/6-2-2设备18号3D分拣机/6-2-2设备28号3D分拣机  7#读卡器  故障：3D分拣机分拣完成彩虹灯不会切换灯光模式  原因：读卡器故障   处理：更换新读卡器,,
换货,车号：115093、 114156、 114038、 114007、 115090、 115018、 115110、 114134、 114096          故障：小车运行不了  原因：BMSP板5V模块烧坏及输出电压低于5伏以下   处理：更换新BMSP板,,
换货,"故障：112100,117046小车无法充电
原因：电源板充电模块故障
处理：更换电源板",,
换货,"故障：输出板离线，分拣机不能上线
原因:分拣机电梯板故障
处理：更换电梯板，参数重新设置，同时升级。",,
换货,"故障：112100,117046小车无法充电
原因：电源板充电模块故障
处理：更换电源板",,
换货,"故障：输出板离线，分拣机不能上线
原因:分拣机电梯板故障
处理：更换电梯板，参数重新设置，同时升级。",,
快速处理,"故障：小车主动轮电机固定螺丝经常松掉。
原因:固定螺丝使用太小，螺纹齿牙无法承受行动压力，导致滑牙，主动轮电机松动，小车急停
处理：现场所有小车更换大型号螺丝。
注：翻板电机压片固定立柱有断裂现象，目前急需使用，后期制定解决方案。
故障：分拣机之间电源线精益管位置移动
原因：分拣机晃动太大，导致骑马扣螺丝松掉。
处理：调整精益管位置，骑马扣螺丝紧固。",,
换货,"故障：扫码台相机无显示
原因：电控箱ups板电阻线圈烧坏
处理：更换ups板",,
运维,机器人运行过程中有机器人显示关机，实际机器人未关机，等待一段时间后正常,"如果机器人在RCS上显示关机，实际并没有关机多为通讯异常造成
请根据机器人通讯异常操作流程进行指引",
换货,"问题：下车开机程序无法启动
原因：小车电容板损坏
处理：更换电容板后小车正常",,
换货,"问题：温控测试校准不好
处理：更换霍尔板",,
快速处理,现场设备巡检，地毯检查，3D分拣机螺丝紧固,,
换货,"现象1：小黄车卸货后翻板返回不到位
原因：翻板电机异常
处理：更换新电机
现象2：小车行走异常
原因：万向轮支架损坏
处理：更换万向轮支架


",,
换货,6-2-1设备14号分拣机6#读卡器   6-2-1设备17号/26分拣机7#读卡器   6-2-3设备1号分拣机6#读卡器              故障：分拣机分拣完成彩虹灯不会切换灯光模式，一直亮绿灯   原因：读卡器故障    处理：更换新读卡器,,
换货,"现象：小车行走异常
原因：万向轮轴承损坏
处理：更换万向轮",,
快速处理,"现象：小车在魔毯上行走无故出现报警故障
原因：盖板下磁条偏移，掉落。
解决：将磁条板正，后复原。
",,
换货,车号：72024   故障：小车运行不了   原因：电池包输出电压只有17.2伏   处理：更换新电池包,,
